File names of the ground truth images in PHISWID.,Corresponding file names (including directory info) for depth images in the large-scale RGB-D database.
2147room.png,train/HR/02.Cafe/depth_vi/in_03_160128_163912_depth_vi.png
2148room.png,train/HR/02.Cafe/depth_vi/in_03_160128_163925_depth_vi.png
2149room.png,train/HR/02.Cafe/depth_vi/in_03_160128_164000_depth_vi.png
2150room.png,train/HR/02.Cafe/depth_vi/in_03_160128_164841_depth_vi.png
2151room.png,train/HR/02.Cafe/depth_vi/in_03_160204_142342_depth_vi.png
2152room.png,train/HR/02.Cafe/depth_vi/in_03_160204_143029_depth_vi.png
2153room.png,train/HR/02.Cafe/depth_vi/in_03_160204_143344_depth_vi.png
2154room.png,train/HR/02.Cafe/depth_vi/in_03_160204_143512_depth_vi.png
2155room.png,train/HR/02.Cafe/depth_vi/in_03_160204_143616_depth_vi.png
2156room.png,train/HR/02.Cafe/depth_vi/in_03_160204_143618_depth_vi.png
2157room.png,train/HR/02.Cafe/depth_vi/in_03_160204_143719_depth_vi.png
2158room.png,train/HR/02.Cafe/depth_vi/in_03_160204_144513_depth_vi.png
2159room.png,train/HR/02.Cafe/depth_vi/in_03_160204_145531_depth_vi.png
2160room.png,train/HR/02.Cafe/depth_vi/in_03_160204_145628_depth_vi.png
2161room.png,train/HR/02.Cafe/depth_vi/in_03_160204_145646_depth_vi.png
2162room.png,train/HR/02.Cafe/depth_vi/in_03_160204_145908_depth_vi.png
2163room.png,train/HR/02.Cafe/depth_vi/in_03_160204_150205_depth_vi.png
2164room.png,train/HR/02.Cafe/depth_vi/in_03_160204_150238_depth_vi.png
2165room.png,train/HR/02.Cafe/depth_vi/in_03_160204_151051_depth_vi.png
2166room.png,train/HR/02.Cafe/depth_vi/in_03_160204_152204_depth_vi.png
2167room.png,train/HR/02.Cafe/depth_vi/in_03_160204_152248_depth_vi.png
2168room.png,train/HR/02.Cafe/depth_vi/in_03_160217_171711_depth_vi.png
2169room.png,train/HR/02.Cafe/depth_vi/in_03_160217_171738_depth_vi.png
2170room.png,train/HR/02.Cafe/depth_vi/in_03_160217_172614_depth_vi.png
2171room.png,train/HR/02.Cafe/depth_vi/in_03_160217_173030_depth_vi.png
2172room.png,train/HR/02.Cafe/depth_vi/in_03_160217_174408_depth_vi.png
2173room.png,train/HR/02.Cafe/depth_vi/in_03_160217_175140_depth_vi.png
2174room.png,train/HR/02.Cafe/depth_vi/in_03_160217_180329_depth_vi.png
2175room.png,train/HR/02.Cafe/depth_vi/in_03_160217_180414_depth_vi.png
2176room.png,train/HR/02.Cafe/depth_vi/in_03_160217_180733_depth_vi.png
2177room.png,train/HR/02.Cafe/depth_vi/in_03_160217_180851_depth_vi.png
2178room.png,train/HR/02.Cafe/depth_vi/in_03_160217_180914_depth_vi.png
2179room.png,train/HR/02.Cafe/depth_vi/in_03_160217_180958_depth_vi.png
2180room.png,train/HR/03.Classroom/depth_vi/in_00_160321_124349_depth_vi.png
2181room.png,train/HR/03.Classroom/depth_vi/in_01_160128_145146_depth_vi.png
2182room.png,train/HR/03.Classroom/depth_vi/in_01_160128_145235_depth_vi.png
2183room.png,train/HR/03.Classroom/depth_vi/in_01_160128_145350_depth_vi.png
2184room.png,train/HR/03.Classroom/depth_vi/in_01_160128_145442_depth_vi.png
2185room.png,train/HR/03.Classroom/depth_vi/in_01_160128_145637_depth_vi.png
2186room.png,train/HR/03.Classroom/depth_vi/in_01_160128_145939_depth_vi.png
2187room.png,train/HR/03.Classroom/depth_vi/in_01_160128_150623_depth_vi.png
2188room.png,train/HR/03.Classroom/depth_vi/in_01_160128_151742_depth_vi.png
2189room.png,train/HR/03.Classroom/depth_vi/in_01_160128_151925_depth_vi.png
2190room.png,train/HR/03.Classroom/depth_vi/in_01_160128_155320_depth_vi.png
2191room.png,train/HR/03.Classroom/depth_vi/in_01_160128_163002_depth_vi.png
2192room.png,train/HR/03.Classroom/depth_vi/in_01_160128_163108_depth_vi.png
2193room.png,train/HR/03.Classroom/depth_vi/in_01_160128_163248_depth_vi.png
2194room.png,train/HR/03.Classroom/depth_vi/in_01_160128_163543_depth_vi.png
2195room.png,train/HR/03.Classroom/depth_vi/in_01_160128_163912_depth_vi.png
2196room.png,train/HR/03.Classroom/depth_vi/in_01_160128_164008_depth_vi.png
2197room.png,train/HR/03.Classroom/depth_vi/in_01_160128_164119_depth_vi.png
2198room.png,train/HR/03.Classroom/depth_vi/in_01_160128_164213_depth_vi.png
2199room.png,train/HR/03.Classroom/depth_vi/in_01_160128_164323_depth_vi.png
2200room.png,train/HR/03.Classroom/depth_vi/in_01_160128_164923_depth_vi.png
2201room.png,train/HR/03.Classroom/depth_vi/in_01_160128_165041_depth_vi.png
2202room.png,train/HR/03.Classroom/depth_vi/in_01_160215_162003_depth_vi.png
2203room.png,train/HR/03.Classroom/depth_vi/in_01_160215_163133_depth_vi.png
2204room.png,train/HR/03.Classroom/depth_vi/in_01_160215_163334_depth_vi.png
2205room.png,train/HR/03.Classroom/depth_vi/in_01_160215_163500_depth_vi.png
2206room.png,train/HR/03.Classroom/depth_vi/in_01_160215_165835_depth_vi.png
2207room.png,train/HR/03.Classroom/depth_vi/in_01_160215_165919_depth_vi.png
2208room.png,train/HR/03.Classroom/depth_vi/in_01_160215_165959_depth_vi.png
2209room.png,train/HR/03.Classroom/depth_vi/in_01_160215_170817_depth_vi.png
2210room.png,train/HR/03.Classroom/depth_vi/in_01_160215_171009_depth_vi.png
2211room.png,train/HR/03.Classroom/depth_vi/in_01_160215_171153_depth_vi.png
2212room.png,train/HR/03.Classroom/depth_vi/in_01_160215_171212_depth_vi.png
2213room.png,train/HR/03.Classroom/depth_vi/in_01_160215_172015_depth_vi.png
2214room.png,train/HR/03.Classroom/depth_vi/in_01_160215_172050_depth_vi.png
2215room.png,train/HR/03.Classroom/depth_vi/in_01_160215_172458_depth_vi.png
2216room.png,train/HR/03.Classroom/depth_vi/in_01_160215_172647_depth_vi.png
2217room.png,train/HR/03.Classroom/depth_vi/in_01_160215_172727_depth_vi.png
2218room.png,train/HR/03.Classroom/depth_vi/in_02_160122_142911_depth_vi.png
2219room.png,train/HR/03.Classroom/depth_vi/in_02_160122_142946_depth_vi.png
2220room.png,train/HR/03.Classroom/depth_vi/in_02_160122_143140_depth_vi.png
2221room.png,train/HR/03.Classroom/depth_vi/in_02_160122_143858_depth_vi.png
2222room.png,train/HR/03.Classroom/depth_vi/in_02_160122_144008_depth_vi.png
2223room.png,train/HR/03.Classroom/depth_vi/in_02_160122_144404_depth_vi.png
2224room.png,train/HR/03.Classroom/depth_vi/in_02_160122_144418_depth_vi.png
2225room.png,train/HR/03.Classroom/depth_vi/in_02_160122_144732_depth_vi.png
2226room.png,train/HR/03.Classroom/depth_vi/in_02_160122_144829_depth_vi.png
2227room.png,train/HR/03.Classroom/depth_vi/in_02_160122_145433_depth_vi.png
2228room.png,train/HR/03.Classroom/depth_vi/in_02_160122_150801_depth_vi.png
2229room.png,train/HR/03.Classroom/depth_vi/in_02_160122_150924_depth_vi.png
2230room.png,train/HR/03.Classroom/depth_vi/in_02_160122_151036_depth_vi.png
2231room.png,train/HR/03.Classroom/depth_vi/in_02_160122_151259_depth_vi.png
2232room.png,train/HR/03.Classroom/depth_vi/in_02_160122_151332_depth_vi.png
2233room.png,train/HR/03.Classroom/depth_vi/in_02_160122_152457_depth_vi.png
2234room.png,train/HR/03.Classroom/depth_vi/in_02_160122_152631_depth_vi.png
2235room.png,train/HR/03.Classroom/depth_vi/in_02_160127_134939_depth_vi.png
2236room.png,train/HR/03.Classroom/depth_vi/in_02_160127_135000_depth_vi.png
2237room.png,train/HR/03.Classroom/depth_vi/in_02_160127_135139_depth_vi.png
2238room.png,train/HR/03.Classroom/depth_vi/in_02_160127_135212_depth_vi.png
2239room.png,train/HR/03.Classroom/depth_vi/in_02_160127_135300_depth_vi.png
2240room.png,train/HR/03.Classroom/depth_vi/in_02_160127_135357_depth_vi.png
2241room.png,train/HR/03.Classroom/depth_vi/in_02_160127_135445_depth_vi.png
2242room.png,train/HR/03.Classroom/depth_vi/in_02_160127_135502_depth_vi.png
2243room.png,train/HR/03.Classroom/depth_vi/in_02_160202_143141_depth_vi.png
2244room.png,train/HR/03.Classroom/depth_vi/in_02_160202_143623_depth_vi.png
2245room.png,train/HR/03.Classroom/depth_vi/in_02_160202_144152_depth_vi.png
2246room.png,train/HR/03.Classroom/depth_vi/in_02_160202_144424_depth_vi.png
2247room.png,train/HR/03.Classroom/depth_vi/in_02_160202_144603_depth_vi.png
2248room.png,train/HR/03.Classroom/depth_vi/in_02_160202_144904_depth_vi.png
2249room.png,train/HR/03.Classroom/depth_vi/in_02_160202_145053_depth_vi.png
2250room.png,train/HR/03.Classroom/depth_vi/in_02_160202_145154_depth_vi.png
2251room.png,train/HR/03.Classroom/depth_vi/in_02_160202_145734_depth_vi.png
2252room.png,train/HR/03.Classroom/depth_vi/in_02_160202_145832_depth_vi.png
2253room.png,train/HR/03.Classroom/depth_vi/in_02_160202_150123_depth_vi.png
2254room.png,train/HR/03.Classroom/depth_vi/in_02_160202_150525_depth_vi.png
2255room.png,train/HR/03.Classroom/depth_vi/in_02_160202_150907_depth_vi.png
2256room.png,train/HR/03.Classroom/depth_vi/in_02_160202_151439_depth_vi.png
2257room.png,train/HR/03.Classroom/depth_vi/in_02_160202_151518_depth_vi.png
2258room.png,train/HR/03.Classroom/depth_vi/in_02_160202_151912_depth_vi.png
2259room.png,train/HR/03.Classroom/depth_vi/in_02_160202_152459_depth_vi.png
2260room.png,train/HR/03.Classroom/depth_vi/in_02_160202_152519_depth_vi.png
2261room.png,train/HR/03.Classroom/depth_vi/in_02_160202_152958_depth_vi.png
2262room.png,train/HR/03.Classroom/depth_vi/in_02_160202_153241_depth_vi.png
2263room.png,train/HR/03.Classroom/depth_vi/in_02_160202_153352_depth_vi.png
2264room.png,train/HR/03.Classroom/depth_vi/in_02_160202_153508_depth_vi.png
2265room.png,train/HR/03.Classroom/depth_vi/in_02_160203_100454_depth_vi.png
2266room.png,train/HR/03.Classroom/depth_vi/in_02_160203_100608_depth_vi.png
2267room.png,train/HR/03.Classroom/depth_vi/in_02_160203_100733_depth_vi.png
2268room.png,train/HR/03.Classroom/depth_vi/in_02_160203_101619_depth_vi.png
2269room.png,train/HR/03.Classroom/depth_vi/in_02_160203_101753_depth_vi.png
2270room.png,train/HR/03.Classroom/depth_vi/in_02_160203_101921_depth_vi.png
2271room.png,train/HR/03.Classroom/depth_vi/in_02_160203_102000_depth_vi.png
2272room.png,train/HR/03.Classroom/depth_vi/in_02_160203_102429_depth_vi.png
2273room.png,train/HR/03.Classroom/depth_vi/in_02_160203_103222_depth_vi.png
2274room.png,train/HR/03.Classroom/depth_vi/in_02_160203_103321_depth_vi.png
2275room.png,train/HR/03.Classroom/depth_vi/in_02_160203_103433_depth_vi.png
2276room.png,train/HR/03.Classroom/depth_vi/in_02_160203_103545_depth_vi.png
2277room.png,train/HR/03.Classroom/depth_vi/in_02_160203_104209_depth_vi.png
2278room.png,train/HR/03.Classroom/depth_vi/in_02_160203_104302_depth_vi.png
2279room.png,train/HR/03.Classroom/depth_vi/in_02_160203_104501_depth_vi.png
2280room.png,train/HR/03.Classroom/depth_vi/in_02_160203_104826_depth_vi.png
2281room.png,train/HR/03.Classroom/depth_vi/in_02_160203_104905_depth_vi.png
2282room.png,train/HR/03.Classroom/depth_vi/in_02_160203_104921_depth_vi.png
2283room.png,train/HR/03.Classroom/depth_vi/in_02_160203_105029_depth_vi.png
2284room.png,train/HR/03.Classroom/depth_vi/in_02_160203_105240_depth_vi.png
2285room.png,train/HR/03.Classroom/depth_vi/in_02_160203_105421_depth_vi.png
2286room.png,train/HR/03.Classroom/depth_vi/in_02_160203_105529_depth_vi.png
2287room.png,train/HR/03.Classroom/depth_vi/in_02_160203_110154_depth_vi.png
2288room.png,train/HR/03.Classroom/depth_vi/in_02_160203_110259_depth_vi.png
2289room.png,train/HR/03.Classroom/depth_vi/in_02_160203_110335_depth_vi.png
2290room.png,train/HR/03.Classroom/depth_vi/in_02_160203_110357_depth_vi.png
2291room.png,train/HR/03.Classroom/depth_vi/in_02_160203_110409_depth_vi.png
2292room.png,train/HR/03.Classroom/depth_vi/in_02_160203_110456_depth_vi.png
2293room.png,train/HR/03.Classroom/depth_vi/in_02_160321_154802_depth_vi.png
2294room.png,train/HR/03.Classroom/depth_vi/in_02_160321_164720_depth_vi.png
2295room.png,train/HR/03.Classroom/depth_vi/in_03_160126_103803_depth_vi.png
2296room.png,train/HR/03.Classroom/depth_vi/in_03_160126_103859_depth_vi.png
2297room.png,train/HR/03.Classroom/depth_vi/in_03_160126_104056_depth_vi.png
2298room.png,train/HR/03.Classroom/depth_vi/in_03_160126_121941_depth_vi.png
2299room.png,train/HR/03.Classroom/depth_vi/in_03_160126_122103_depth_vi.png
2300room.png,train/HR/03.Classroom/depth_vi/in_03_160126_122414_depth_vi.png
2301room.png,train/HR/03.Classroom/depth_vi/in_03_160126_123607_depth_vi.png
2302room.png,train/HR/03.Classroom/depth_vi/in_03_160126_133800_depth_vi.png
2303room.png,train/HR/03.Classroom/depth_vi/in_03_160126_133815_depth_vi.png
2304room.png,train/HR/03.Classroom/depth_vi/in_03_160126_134038_depth_vi.png
2305room.png,train/HR/03.Classroom/depth_vi/in_03_160126_140241_depth_vi.png
2306room.png,train/HR/03.Classroom/depth_vi/in_03_160215_150655_depth_vi.png
2307room.png,train/HR/03.Classroom/depth_vi/in_03_160220_124508_depth_vi.png
2308room.png,train/HR/03.Classroom/depth_vi/in_03_160220_145439_depth_vi.png
2309room.png,train/HR/03.Classroom/depth_vi/in_03_160220_153237_depth_vi.png
2310room.png,train/HR/03.Classroom/depth_vi/in_03_160220_153525_depth_vi.png
2311room.png,train/HR/03.Classroom/depth_vi/in_03_160220_153618_depth_vi.png
2312room.png,train/HR/03.Classroom/depth_vi/in_03_160220_153949_depth_vi.png
2313room.png,train/HR/03.Classroom/depth_vi/in_03_160220_155238_depth_vi.png
2314room.png,train/HR/03.Classroom/depth_vi/in_03_160220_160253_depth_vi.png
2315room.png,train/HR/03.Classroom/depth_vi/in_03_160220_160606_depth_vi.png
2316room.png,train/HR/03.Classroom/depth_vi/in_03_160220_160815_depth_vi.png
2317room.png,train/HR/03.Classroom/depth_vi/in_03_160220_162734_depth_vi.png
2318room.png,train/HR/03.Classroom/depth_vi/in_03_160220_162806_depth_vi.png
2319room.png,train/HR/03.Classroom/depth_vi/in_03_160220_162852_depth_vi.png
2320room.png,train/HR/03.Classroom/depth_vi/in_03_160220_162933_depth_vi.png
2321room.png,train/HR/03.Classroom/depth_vi/in_03_160220_163501_depth_vi.png
2322room.png,train/HR/03.Classroom/depth_vi/in_03_160220_174212_depth_vi.png
2323room.png,train/HR/04.Church/depth_vi/in_01_160225_154816_depth_vi.png
2324room.png,train/HR/04.Church/depth_vi/in_01_160225_154614_depth_vi.png
2325room.png,train/HR/04.Church/depth_vi/in_01_160225_154653_depth_vi.png
2326room.png,train/HR/04.Church/depth_vi/in_01_160225_154935_depth_vi.png
2327room.png,train/HR/04.Church/depth_vi/in_01_160225_155149_depth_vi.png
2328room.png,train/HR/04.Church/depth_vi/in_01_160225_155305_depth_vi.png
2329room.png,train/HR/04.Church/depth_vi/in_01_160225_160701_depth_vi.png
2330room.png,train/HR/04.Church/depth_vi/in_01_160225_160724_depth_vi.png
2331room.png,train/HR/04.Church/depth_vi/in_01_160225_160818_depth_vi.png
2332room.png,train/HR/04.Church/depth_vi/in_01_160225_160836_depth_vi.png
2333room.png,train/HR/04.Church/depth_vi/in_01_160225_160912_depth_vi.png
2334room.png,train/HR/04.Church/depth_vi/in_01_160225_161034_depth_vi.png
2335room.png,train/HR/04.Church/depth_vi/in_01_160225_161041_depth_vi.png
2336room.png,train/HR/04.Church/depth_vi/in_01_160225_161127_depth_vi.png
2337room.png,train/HR/04.Church/depth_vi/in_01_160225_161241_depth_vi.png
2338room.png,train/HR/04.Church/depth_vi/in_01_160225_162021_depth_vi.png
2339room.png,train/HR/04.Church/depth_vi/in_01_160225_162159_depth_vi.png
2340room.png,train/HR/04.Church/depth_vi/in_01_160225_162527_depth_vi.png
2341room.png,train/HR/04.Church/depth_vi/in_01_160225_162750_depth_vi.png
2342room.png,train/HR/04.Church/depth_vi/in_01_160225_163014_depth_vi.png
2343room.png,train/HR/04.Church/depth_vi/in_01_160225_163240_depth_vi.png
2344room.png,train/HR/04.Church/depth_vi/in_02_160128_130817_depth_vi.png
2345room.png,train/HR/04.Church/depth_vi/in_02_160128_130857_depth_vi.png
2346room.png,train/HR/04.Church/depth_vi/in_02_160128_131011_depth_vi.png
2347room.png,train/HR/04.Church/depth_vi/in_02_160128_131119_depth_vi.png
2348room.png,train/HR/04.Church/depth_vi/in_02_160128_131225_depth_vi.png
2349room.png,train/HR/04.Church/depth_vi/in_02_160128_132101_depth_vi.png
2350room.png,train/HR/04.Church/depth_vi/in_02_160128_132202_depth_vi.png
2351room.png,train/HR/04.Church/depth_vi/in_02_160128_132250_depth_vi.png
2352room.png,train/HR/04.Church/depth_vi/in_02_160128_132331_depth_vi.png
2353room.png,train/HR/04.Church/depth_vi/in_02_160128_132431_depth_vi.png
2354room.png,train/HR/04.Church/depth_vi/in_02_160128_132452_depth_vi.png
2355room.png,train/HR/04.Church/depth_vi/in_02_160128_132605_depth_vi.png
2356room.png,train/HR/04.Church/depth_vi/in_02_160128_132703_depth_vi.png
2357room.png,train/HR/04.Church/depth_vi/in_02_160128_132815_depth_vi.png
2358room.png,train/HR/04.Church/depth_vi/in_02_160128_135527_depth_vi.png
2359room.png,train/HR/04.Church/depth_vi/in_02_160128_135603_depth_vi.png
2360room.png,train/HR/04.Church/depth_vi/in_02_160128_135629_depth_vi.png
2361room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_145412_depth_vi.png
2362room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_145414_depth_vi.png
2363room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_145455_depth_vi.png
2364room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_145504_depth_vi.png
2365room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_145509_depth_vi.png
2366room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_145654_depth_vi.png
2367room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_145733_depth_vi.png
2368room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_145756_depth_vi.png
2369room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_145814_depth_vi.png
2370room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_145828_depth_vi.png
2371room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_150127_depth_vi.png
2372room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_150138_depth_vi.png
2373room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_150149_depth_vi.png
2374room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_150559_depth_vi.png
2375room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_150626_depth_vi.png
2376room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_150637_depth_vi.png
2377room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_150711_depth_vi.png
2378room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151643_depth_vi.png
2379room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151743_depth_vi.png
2380room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151809_depth_vi.png
2381room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151823_depth_vi.png
2382room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151834_depth_vi.png
2383room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151851_depth_vi.png
2384room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151902_depth_vi.png
2385room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151911_depth_vi.png
2386room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151920_depth_vi.png
2387room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151928_depth_vi.png
2388room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151940_depth_vi.png
2389room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_151949_depth_vi.png
2390room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_152118_depth_vi.png
2391room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_152128_depth_vi.png
2392room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_152132_depth_vi.png
2393room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_152247_depth_vi.png
2394room.png,train/HR/01.Warehouse/depth_vi/in_00_160225_152253_depth_vi.png
2395room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_123934_depth_vi.png
2396room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_123940_depth_vi.png
2397room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_123947_depth_vi.png
2398room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_123954_depth_vi.png
2399room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_124029_depth_vi.png
2400room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125038_depth_vi.png
2401room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125047_depth_vi.png
2402room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125103_depth_vi.png
2403room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125238_depth_vi.png
2404room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125331_depth_vi.png
2405room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125540_depth_vi.png
2406room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125543_depth_vi.png
2407room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125546_depth_vi.png
2408room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125555_depth_vi.png
2409room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125638_depth_vi.png
2410room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125653_depth_vi.png
2411room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125657_depth_vi.png
2412room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125702_depth_vi.png
2413room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125707_depth_vi.png
2414room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125709_depth_vi.png
2415room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125713_depth_vi.png
2416room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125729_depth_vi.png
2417room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125807_depth_vi.png
2418room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125818_depth_vi.png
2419room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125825_depth_vi.png
2420room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125829_depth_vi.png
2421room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125851_depth_vi.png
2422room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125932_depth_vi.png
2423room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_125957_depth_vi.png
2424room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_130003_depth_vi.png
2425room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_130007_depth_vi.png
2426room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_130012_depth_vi.png
2427room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_130017_depth_vi.png
2428room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_130201_depth_vi.png
2429room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_130429_depth_vi.png
2430room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_131525_depth_vi.png
2431room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_131628_depth_vi.png
2432room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_131630_depth_vi.png
2433room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_131913_depth_vi.png
2434room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_131929_depth_vi.png
2435room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_131948_depth_vi.png
2436room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_131953_depth_vi.png
2437room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132022_depth_vi.png
2438room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132051_depth_vi.png
2439room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132059_depth_vi.png
2440room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132105_depth_vi.png
2441room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132132_depth_vi.png
2442room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132136_depth_vi.png
2443room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132140_depth_vi.png
2444room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132156_depth_vi.png
2445room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132209_depth_vi.png
2446room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132218_depth_vi.png
2447room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132238_depth_vi.png
2448room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132300_depth_vi.png
2449room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132312_depth_vi.png
2450room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132321_depth_vi.png
2451room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132326_depth_vi.png
2452room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132330_depth_vi.png
2453room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132333_depth_vi.png
2454room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132336_depth_vi.png
2455room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132340_depth_vi.png
2456room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132347_depth_vi.png
2457room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132353_depth_vi.png
2458room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132354_depth_vi.png
2459room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132359_depth_vi.png
2460room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132405_depth_vi.png
2461room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132412_depth_vi.png
2462room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132421_depth_vi.png
2463room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132425_depth_vi.png
2464room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132804_depth_vi.png
2465room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132810_depth_vi.png
2466room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132817_depth_vi.png
2467room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132823_depth_vi.png
2468room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132826_depth_vi.png
2469room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132830_depth_vi.png
2470room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132834_depth_vi.png
2471room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132850_depth_vi.png
2472room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132905_depth_vi.png
2473room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132932_depth_vi.png
2474room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132934_depth_vi.png
2475room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132940_depth_vi.png
2476room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132945_depth_vi.png
2477room.png,train/HR/01.Warehouse/depth_vi/in_03_160215_132950_depth_vi.png
